ave_flot_air_flow,ave_flot_level,iron_feed,starch_flow,amina_flow,ore_pulp_flow,ore_pulp_pH,ore_pulp_density
283.249787962963,371.5047092592592,52.60999999999996,1377.7239298711772,532.3494111111116,399.77529444444434,9.980123666666673,1.7541356666666663
283.4849666666666,450.3595518518519,52.25,4751.441833333332,565.2398111111108,399.6530499999998,10.384877222222226,1.6871328888888886
283.3155305555556,566.6885555555554,49.350000000000165,2848.397888888888,357.66911666666664,399.7065888888891,10.149492444444446,1.6246635000000005
283.2836990740741,317.94792272592593,52.60999999999996,3906.382833333336,503.5008444444445,401.1377500000002,9.73873966666667,1.7294561111111109
300.0137546296296,499.2791277777779,57.459999999999845,3099.747622777777,559.552975,398.9941444444444,10.236663333333336,1.7198521111111114
299.9141944444445,450.1721907407409,64.03000000000013,2150.1361496825407,497.6070166666666,399.32262222222255,9.99791588888889,1.6281634444444433
299.8937092592593,416.3087203703704,52.67000000000007,3371.186843333335,543.0454722222221,400.1184999999999,9.79931611111111,1.6962911111111112
300.13138518518525,383.5874537037037,53.87999999999996,2922.216055555557,564.9218166666667,399.6940555555556,10.0338905,1.6854852222222227
291.43711574074086,466.7928722222221,57.459999999999845,4851.488555555554,592.2009749999999,399.99936666666656,10.638748333333352,1.7122311666666692
299.88995462962964,404.5163500000001,56.0,3904.138777777779,386.8685666666669,399.7885555555556,10.055334777777777,1.6398558333333335
283.2830527777778,514.3589796296296,59.47999999999973,3474.65596388889,494.8905833333336,401.4136666666666,10.00985227777778,1.6743334444444435
283.3217129629629,360.4330421652421,64.03000000000013,3503.2683333333302,487.4383583333336,399.6663944444444,9.724151611111123,1.7089881666666666
291.6027731481482,481.7959864519842,64.03000000000013,3514.7439810000023,495.409861111111,400.8267944444445,10.059316333333332,1.606327128659445
299.9345240740741,465.3538833333334,64.03000000000013,2909.2162583080817,530.837158333333,400.7574972222223,9.97965705555556,1.6502687777777785
299.97605370370377,499.7237703703701,48.20999999999997,2477.349964624756,437.9675388888888,401.25638888888886,9.909266833333335,1.5727547777777768
299.874050925926,418.0163777777778,49.850000000000165,3525.098388888888,610.2506722222226,399.2118333333335,9.75079172222222,1.7423694444444446
299.8389685185186,398.5601259259259,55.79000000000013,1879.3821269166672,458.111633333333,400.7951555555557,9.951563444444444,1.579360500000001
299.8036101851853,417.2718500000001,51.93999999999991,2066.8502777777767,515.4340666666666,400.16417777777775,9.727365333333337,1.7013861666666663
291.6098425925926,564.4432314814813,64.03000000000013,3514.926738888889,445.8183888888889,399.2577722222224,9.838068166666664,1.6593003888888893
300.02675000000005,641.5302910782707,64.03000000000013,3384.6866583333344,397.7805532051278,400.3260083333331,10.21584666666667,1.6568374444444436
294.3738666666667,380.6688777777779,57.459999999999845,1992.053952694445,573.3260305555553,399.36429444444445,10.107077777777777,1.703885833333333
299.5264921296296,483.8332129629632,54.770000000000245,4134.4767861111095,434.0854777777776,399.3118222222221,10.143370555555558,1.6349855000000006
283.55201481481487,419.6508018518519,64.03000000000013,4588.172888888889,536.7795472222224,403.12500600558593,10.178348333333336,1.713954555555555
291.8477462962963,567.1362,64.03000000000013,2821.934777777777,441.9359777777779,399.72832777777774,9.762056944444446,1.6587563888888894
299.9801990740743,416.3220833333333,64.03000000000013,3627.0086388888894,557.6137166666666,398.9735555555557,10.02652411111111,1.6768599999999996
299.98809166666683,399.4777444444444,64.03000000000013,3737.3101111111127,569.964838888889,400.3080277777777,10.210595,1.692124833333333
300.1277138888889,481.2407092592592,64.03000000000013,2673.993491666666,502.225427777778,399.87128888888896,9.7999076111111,1.6530350555555553
283.04931851851853,416.5081055555558,56.4099999999999,3637.3761786111113,495.1720333333333,399.9091333333333,9.45078866666667,1.6748056111111114
300.0174092592594,383.33160185185176,48.77000000000022,2054.88380111111,599.8648833333336,399.493177777778,9.673482833333331,1.7414764444444453
283.365387037037,417.0353537037037,56.64999999999981,4061.857950000001,497.4672944444446,399.8199944444447,10.18310333333334,1.702921111111111
291.4368203703704,565.426988888889,64.03000000000013,2771.413222222221,393.3904222222221,400.7845194444446,9.799495500000011,1.6071881666666672
300.1151222222224,622.4557359259258,64.03000000000013,2391.102806666667,415.8796700617283,401.048625,9.45418977777778,1.65238347491
299.8651296296296,643.0046359474348,54.10000000000018,734.648981019726,352.8316009422006,402.5989718543317,9.509430888888884,1.5827973545122218
299.86189444444454,415.89247777777786,48.06999999999988,3923.915305555556,576.9793222222224,400.2981888888889,10.023958111111108,1.7002956666666666
300.00415925925927,417.5083425925927,64.03000000000013,3159.347572649575,540.2275111111114,399.9352388888888,9.825145777777754,1.6563369444444445
299.90058148148165,548.4104296296294,64.03000000000013,4019.63387388889,555.650291666667,398.81252500000016,10.284400000000003,1.683358277777779
299.8086592592592,400.5088944444445,59.25,3724.813888888888,582.4390833333335,399.7044944444443,9.487495999999998,1.708059
299.8504064814815,482.7959500000001,54.770000000000245,1963.584075000001,458.3213611111112,397.7370444444444,10.243494444444444,1.660020166666667
283.2900907407407,417.4102555555555,64.03000000000013,3205.6009444444458,520.5109055555556,399.74465000000015,9.956879888888883,1.7094871666666664
283.4611916666668,415.41853703703697,56.579999999999934,3562.134369444443,459.9649500000003,399.32520000000005,9.65723461111111,1.6251071666666674
299.85932870370374,392.5914407407408,47.0500000000001,5030.898733333334,421.5180444444442,399.34181111111127,10.014177611111112,1.7271481111111116
299.8416944444445,504.98796296296285,57.46999999999993,4664.358416666664,541.3199833333334,400.9071027777781,10.10230388888889,1.6922181388888893
299.68181481481486,483.5009037037037,50.579999999999934,3578.8455555555547,484.52320555555536,400.35431111111103,10.201371111111111,1.7221798888888886
299.9141046296297,415.6463888888888,53.35000000000018,4588.780499999999,528.8022989642185,401.3969515188207,9.861625333333327,1.672985555555556
300.7601166666668,400.1077111111112,43.36999999999991,3880.350608333332,571.0480333333334,399.1625055555554,10.029045666666663,1.710906055555556
291.8016574074074,413.6371981481481,64.03000000000013,3462.237944444444,416.7972111111108,398.24777777777774,9.886646666666664,1.6918268333333328
299.8659509259259,501.21520370370354,46.210000000000015,4595.975416666666,598.6266055555552,401.7546166666664,9.758258,1.724767611111111
300.00157500000006,566.7839888888889,64.03000000000013,3999.364166666668,459.37482777777785,400.42568888888906,10.094691166666662,1.6521234444444433
299.85393611111107,399.2323037037036,55.68999999999994,1967.78959977778,523.4916777777779,399.93603888888896,10.152843888888889,1.6842163333333326
300.0761981481482,477.3631327697262,64.03000000000013,2676.922492222223,496.2908938271607,399.8040531111112,10.101957055555555,1.6606787976188884
299.69719629629634,400.4619444444443,59.870000000000125,3706.189902777779,627.8443833333336,399.2377555555555,9.632071111111108,1.763310777777778
300.1651907407408,499.69674814814806,64.03000000000013,3933.368555555557,543.1947722222222,400.1214111111112,9.963920888888888,1.6611164444444442
283.2666370370372,416.02497592592607,52.60999999999996,2618.97482654971,447.2674499999997,400.03047222222256,8.918018277777778,1.6075887222222225
299.75030740740743,466.5404944444444,56.75,2597.6303888888897,518.5089777777778,400.8095555555556,9.797838111111114,1.706789944444443
300.01511111111125,500.6184055555555,51.93999999999991,3711.5633333333326,494.3782666666668,399.6212555555554,9.917009166666666,1.737920777777778
299.92310555555565,499.6134851851853,48.20999999999997,3133.105841666668,540.3140111111111,399.6756999999997,10.11403,1.6553157222222223
299.9862416666668,516.9186648148149,64.03000000000013,1917.999545996474,456.0490166666667,402.7651583333333,10.091860555555552,1.6172599722222227
299.7470462962963,468.26131481481485,56.079999999999934,2294.3243999999986,517.0159166666666,399.4412611111111,9.901727222222227,1.7330208333333328
299.9935851851853,415.8673833333333,53.64000000000004,1992.2588022222224,528.109838888889,399.2277388888888,10.020326722222212,1.7820915555555554
283.32694999999995,415.9617388888889,56.64999999999981,1930.811932716049,446.4308833333334,400.3284555555556,9.598301944444446,1.611000277777778
300.0995592592592,400.2642592592593,59.25,3485.981,565.9417722222227,399.3667166666667,9.74956344444445,1.6881333888888883
283.25597500000003,416.77210925925925,64.03000000000013,3596.5003833333326,471.96908888888896,401.19095,9.613311666666656,1.693840111111112
300.48175648148145,418.700574074074,53.64000000000004,2146.245744444446,516.5677388888887,399.2663666666667,9.976433611111116,1.7644136666666668
291.69571574074075,499.1948592592593,64.03000000000013,1629.3035638888894,528.7128166666664,400.61828888888914,9.773410888888888,1.6450990071683322
300.1377703703704,416.362146296296,56.46999999999994,2119.9520555555573,559.2583722222222,399.22991666666655,10.053109111111116,1.7617151666666666
299.91749444444457,404.2327592592591,52.10999999999994,2459.64465375,561.259988888889,399.9837944444447,9.317522777777771,1.683209999999999
291.7172583333334,397.6317425925925,57.459999999999845,2286.7905336111103,553.993822222222,398.62749814814777,10.295352222222226,1.6910958055555556
300.1365444444444,400.4761972222221,55.79000000000013,3922.5910669444447,580.4461944444447,400.6843277777776,10.281879111111111,1.703720888888888
291.4051583333333,567.3310055555556,64.03000000000013,2716.7133333333336,460.2195277777781,400.6160444444446,9.671448944444446,1.6273391111111108
291.4876824074074,565.9591148148149,64.03000000000013,2747.6592777777773,404.46773888888896,400.12566111111096,9.765413777777772,1.647292444444445
299.6027574074074,417.042587037037,64.03000000000013,3241.028833333331,539.1312833333334,400.3003222222224,10.087091111111116,1.6790497777777773
291.6019296296297,566.6629037037038,64.03000000000013,3120.264125000001,531.739727777778,399.4419388888889,9.99347194444444,1.722532611111111
283.2024018518519,417.2299203703703,64.03000000000013,3314.8656666666643,417.8321833333331,399.60656111111103,9.8573615,1.5872561601305557
299.93480185185194,417.15335185185177,45.71000000000003,4070.5209444444463,537.49945,399.54154444444464,10.270702777777776,1.73157938888889
300.19712314814814,441.10987777777774,52.10999999999994,2601.7858326666683,452.02253888888873,398.81747499999983,9.844802,1.64106175
300.0014333333334,415.394712962963,53.25,2376.644608333335,511.4679944444445,400.4565833333334,10.201777777777778,1.7241475555555557
299.9096888888889,443.19666666666654,64.03000000000013,2537.026189278084,447.6556138888889,399.2988055555557,9.98733022222222,1.583182888888889
283.5600194444445,566.2563722222222,52.780000000000015,3443.8111666666678,472.6436388888896,400.8718,9.649098777777777,1.7206786666666671
291.7137231481482,567.1242740740739,64.03000000000013,2961.8360833333345,543.5685722222223,399.73643333333325,10.135314055555554,1.6601042777777786
299.7243231481482,417.7429203703702,56.76000000000017,4108.541722222222,500.8394166666666,399.7459083333335,10.142452222222223,1.6981782500000002
299.8959629629629,498.4959277777778,57.46999999999993,4475.909644444446,532.0997833333336,400.27132222222207,10.059482388888888,1.6846222777777788
299.820262962963,414.8189870370368,64.03000000000013,3086.757975555553,474.63637222222223,400.5082500000001,9.951365611111113,1.670556166666667
300.10637870370374,500.2461925925927,64.03000000000013,3387.5130555555547,568.1608388888891,400.9261833333336,10.110177777777777,1.6885095000000003
299.90428703703714,394.2406851851851,64.03000000000013,3444.5261111111117,473.4368694444446,399.7855111111113,9.959319611111113,1.6959996666666668
299.9496416666667,500.4726611111111,55.20999999999987,3007.181813333334,503.6763166666668,399.8073833333335,10.042259666666668,1.744084833333333
